NodeID4,Worklflow_Node,Unit_Node1_1,Unit_Node1_2,Unit_Node1_3,Unit_Node1_4,Unit_Node1_5,Unit_Node1_6,Unit_Node1_7,Unit_Node1_8,IC
fa162,Packaging Workflow,Sanitation SOP Implementation,Filling and Sealing,Labeling and Documentation,,,,,,0
fa163,Chilling Workflow,Temperature Monitoring,Rapid Chilling,Water Management,,,,,,0
fa171,Pre-Harvest Interventions Workflow,Feed and Water Additives,Grow-out House Biosecurity,Sanitation SOP Implementation,,,,,,0
fa172,Poultry Slaughter Workflow,Scalding Process,Temperature Monitoring,Live Receiving and Hanging,,,,,,0
fa173,Poultry Chilling Workflow,Chiller Water Management,Temperature Monitoring,Post-Chilling Inspection,,,,,,0
fa181,HACCP System Workflow,Hazard Analysis,Sanitation SOP Implementation,Temperature Monitoring,,,,,,0
fa182,Product Packaging Workflow,Sanitation SOP Implementation,Sealing and Labeling,Material Inspection,,,,,,0
fa183,Final Product Testing Workflow,Quality Assurance Review,Temperature Monitoring,Microbiological Sampling,,,,,,0
fa191,Pre-Harvest Interventions Workflow,Pathogen Reduction Strategies,Sanitation SOP Implementation,Livestock Inspection,,,,,,0
fa192,Slaughter Workflow,Stunning and Bleeding,Hide Removal,Sanitation SOP Implementation,,,,,,0
fa202,Slaughter Workflow,Hide Removal,Stunning and Bleeding,Sanitation SOP Implementation,,,,,,0
fa203,Chilling Workflow,Temperature Monitoring,Sanitation SOP Implementation,Rapid Chilling,,,,,,0
fa204,Packaging Workflow,Vacuum Sealing,Temperature Monitoring,Labeling and Documentation,,,,,,0
fa211,Receiving and Storage Workflow,Receiving Ingredients,Storage of Ingredients,Sanitation SOP Implementation,,,,,,0
fa212,Processing Workflow,Mixing and Preparation,Temperature Monitoring,Pre-Processing Inspection,,,,,,0
fa213,Cooling Workflow,Post-Cooling Inspection,Temperature Monitoring,Rapid Cooling,,,,,,0
fa221,Kit Assembly Workflow,Assembly Without Inspection,Component Inspection,Component Preparation,,,,,,0
fa222,Label Compliance Workflow,Documentation Management,Labeling Requirements,Regulatory Label Review,,,,,,0
fa223,Kit Shipping Workflow,Packaging Inspection,Component Inspection,Shipping Compliance,,,,,,0
fa231,Receiving Workflow,Storage of Packaging and Materials,Sanitation SOP Implementation,Receiving Turkey Components,,,,,,0
fa232,Grinding Workflow,Temperature Monitoring,Grinding Operations,Metal Detection,,,,,,0
fa233,Packaging Workflow,Product Packaging,Temperature Monitoring,Labeling Compliance,,,,,,0
fa243,Packaging Workflow,Sanitation SOP Implementation,Product Packaging,Labeling Compliance,,,,,,0
fa251,Import Process Workflow,Submission of Import Application,Sanitation SOP Implementation,Import Inspection Establishment Assignment,,,,,,0
fa252,Inspection Compliance Workflow,Certification Verification,Sanitation SOP Implementation,Temperature Monitoring,,,,,,0
fa253,Cold Storage Workflow,Handling and Transport Preparation,Storage Conditions Monitoring,Temperature Monitoring,,,,,,0
fa261,Stabilization Workflow,Cooling Process Monitoring,Heat Treatment Validation,Sanitation SOP Implementation,,,,,,0
fa262,Inspection Compliance Workflow,Certification Review,Sanitation SOP Implementation,Label Verification,,,,,,0
fa271,Lethality Workflow,Sanitation SOP Implementation,Relative Humidity Control,Salmonella Reduction by Cooking,,,,,,0
fa272,Stabilization Workflow,Temperature Monitoring,Cooling to Prevent Spore Growth,Sanitation SOP Implementation,,,,,,0
fa281,Receiving Workflow,Non-Meat Ingredients Receiving,Packaging Material Receiving,Beef Receiving,,,,,,0
fa282,Marinating Workflow,Marinate Beef and Place on Racks,Sanitation SOP Implementation,Weighing and Mixing Marinade Ingredients,,,,,,0
fa285,Packaging Workflow,Metal Detection,Sanitation SOP Implementation,Packaging and Labeling,,,,,,0
fa291,Receiving Workflow,Packaging Materials Receiving,Non-Meat Ingredients Receiving,Pork Receiving,,,,,,0
fa292,Marinating and Preparation Workflow,Injecting Pork Belly,Hanging for Smoking,Weighing and Mixing Marinade,,,,,,0
fa294,Packaging Workflow,Slicing,Sanitation SOP Implementation,Packaging and Labeling,,,,,,0
fa295,Distribution Workflow,Storage and Distribution,Labeling Compliance,Returned Product Handling,,,,,,0
fa301,Customer Complaint Response Workflow,Initial Investigation of Complaints,Receipt of Customer Complaints,Customer Complaint Documentation,,,,,,0
fa302,HACCP Compliance Workflow,HACCP Compliance Workflow,Corrective Action Implementation,Recordkeeping for HACCP Updates,,,,,,0
fa303,Regulatory Compliance Workflow,Compliance Documentation,Notification to FSIS,FSIS Reporting Protocols,,,,,,0
fa311,Receiving Workflow,Sanitation SOP Implementation,Packaging Material Receiving,Meat Receiving,,,,,,0
fa312,Processing Workflow,Temperature Monitoring,Allergen Control Program,Grinding and Blending,,,,,,0
fa314,Packaging Workflow,Allergen Control Program,Sanitation SOP Implementation,Product Labeling,,,,,,0
fa325,Packaging Workflow,Sanitation SOP Implementation,Temperature Monitoring,Product Labeling,,,,,,0
fa331,Receiving Workflow,Sanitation SOP Implementation,Non-Meat Ingredient Receiving,Live Hog Receiving,,,,,,0
fa332,Processing Workflow,Trimming and Sorting,Organic Acid Spray Application,Scalding,,,,,,0
fa334,Packaging Workflow,Sanitation SOP Implementation,Organic Acid Spray Application,Final Product Packaging,,,,,,0
fa341,Receiving Workflow,Establishment Sorting,Monitoring Carcasses for Fecal Contamination,Receive Live Birds,,,,,,0
fa342,Processing Workflow,Pre-chilling Antimicrobial Application,Chilling of All Products,Scalding and Picking,,,,,,0
fa343,Packaging Workflow,Pre-chilling Antimicrobial Application,Labeling and Packaging,Product Inspection,,,,,,0
fa352,Processing Workflow,Organic Acid Spray Application,Zero Tolerance Examination,"Stunning, Sticking, and Bleeding",,,,,,0
fa361,Receiving Workflow,Sanitation SOP Development,Hazard Analysis,Raw Material Receiving,,,,,,0
fa362,Processing Workflow,Hazard Analysis,Sanitation SOP Development,Grinding and Blending,,,,,,0
fa372,Cooling Workflow,Sanitation Standard Operating Procedures,Rapid Cooling,Pathogen Monitoring and Sampling,,,,,,0
fa381,Receiving Workflow,Sanitation SOP Implementation,Hazard Analysis Implementation,Receiving Raw Materials,,,,,,0
fa383,Processing Workflow,Hazard Analysis Implementation,Grinding and Mixing,Temperature Control Monitoring,,,,,,0
fa384,Packaging Workflow,Product Labeling and Sealing,Temperature Control Monitoring,Sanitation SOP Implementation,,,,,,0
fa391,User Management Workflow,Log In to LSAS,Manage Users,Create New Profile,,,,,,0
fa392,Profile Creation Workflow,Log In to LSAS,Request Profile Access,Create New Profile,,,,,,0
fa393,Submission Workflow,Submit Label Application,Manage Establishments,Log In to LSAS,,,,,,0
fa394,Establishment Management Workflow,Update Establishment,Add Establishment,Manage Establishments,,,,,,0
fa401,Process Control Workflow,Implement Sanitation SOPs,Develop Microbiological Sampling Plan,Monitor Process Control Parameters,,,,,,0
fa402,HACCP Compliance Workflow,Develop Microbiological Sampling Plan,Conduct Hazard Analysis,Recordkeeping for Compliance,,,,,,0
fa403,Statistical Analysis Workflow,Recordkeeping for Compliance,Monitor Process Control Parameters,Chart and Interpret Test Results,,,,,,0
fa412,Documentation Workflow,Upload Supporting Documentation,Submit Supporting Documentation,Translation Verification Process,,,,,,0
fa413,Submission Workflow,Submit Supporting Documentation,Complete SRT Responses,PHIS Enrollment,,,,,,0
fa421,Ante-Mortem Sorting Workflow,Establishment Recordkeeping,Pre-Sorting Prior to Arrival,Sorting on Premises,,,,,,0
fa422,Post-Mortem Sorting Workflow,Establishment Recordkeeping,Identification of Food Safety Conditions,Proper Presentation of Carcasses,,,,,,0
fa423,Food Safety Condition Sorting Workflow,Proper Presentation of Carcasses,Foreign Animal Disease Surveillance,Contamination Detection,,,,,,0
fb011,Vaccine Storage Workflow,Cold Chain Maintenance,Vaccine Temperature Monitoring,Proper Vaccine Storage Practices,,,,,,0
fb012,Transport Workflow,Vaccine Transport Guidelines,Cold Chain Maintenance,Diluent and Vaccine Pairing,,,,,,0
fb014,Emergency Handling Workflow,Emergency Vaccine Transport,Staff Training and SOP Implementation,Vaccine Temperature Monitoring,,,,,,0
fb021,Non-Hospital Settings Workflow,Critical Illness Identification,Clinical Signs Observation,Diagnostic Accuracy Assessment,,,,,,0
fb022,Hospital Settings Workflow,Suspected Sepsis Evaluation,Treatment Protocol Administration,Diagnostic Accuracy Assessment,,,,,,0
fb023,Clinical Severe Infection Workflow,Adverse Events Recording,Alternative Regimen Assessment,Treatment Failure Monitoring,,,,,,0
fb024,Isolated Fast Breathing Workflow,Oral Amoxicillin Administration,Community-Based Case Management,Treatment Failure Monitoring,,,,,,0
fb031,Burden Reduction Workflow,Larviciding in Urban Areas,Seasonal Chemoprevention,Mass Drug Administration,,,,,,0
fb032,Transmission Reduction Workflow,Mass Drug Administration (MDA),Targeted Drug Administration,Indoor Residual Spraying,,,,,,0
fb033,Vaccine Deployment Workflow,Malaria Vaccine Administration,Catch-Up Vaccination,Seasonal Vaccination Strategy,,,,,,0
fb034,Surveillance Workflow,Monitoring Drug Efficacy,Geographic Targeting of Interventions,Reactive Case Detection,,,,,,0
fb041,Burn Response Coordination Workflow,Resource Allocation and Coordination,Medical Evacuation (MEDEVAC),Burn Assessment and Initial Care,,,,,,0
fb042,Burn Patient Management Workflow,Rehabilitation Planning,Nutritional Support for Recovery,Burn Assessment and Initial Care,,,,,,0
fb043,International Burn Care Coordination Workflow,Specialized Team Deployment,Medical Evacuation (MEDEVAC),International Resource Mobilization,,,,,,0
fb044,Burn Rehabilitation Workflow,Early Mobilization Therapy,Psychosocial Support Integration,Rehabilitation Planning,,,,,,0
fb051,Public Awareness Workflow,Community Campaigns,School-based Interventions,Health Education on GAS Infections,,,,,,0
fb052,Primary Prevention Workflow,Rapid Diagnosis of GAS,Health Education on GAS Infections,Treatment of GAS Pharyngitis,,,,,,0
fb053,Secondary Prevention Workflow,Risk Stratification,Antibiotic Prophylaxis for Secondary Prevention,Monitoring Adherence to Prophylaxis,,,,,,0
fb054,Diagnostic Workflow,Laboratory Confirmation of GAS,Echocardiographic Screening,Use of Jones Criteria for RF Diagnosis,,,,,,0
fb061,Universal Screening Workflow,Laboratory Diagnostics Support,IAP Implementation,Maternal Screening for GBS,,,,,,0
fb062,Risk-Based Screening Workflow,IAP Implementation,Risk Factor Documentation,Maternal Screening for GBS,,,,,,0
fb063,Health System Strengthening Workflow,Quality Assurance Mechanisms,Training and Capacity Building,Infrastructure Development,,,,,,0
fb071,Severe Influenza Workflow,Adjunctive Immunomodulatory Therapy,Diagnosis of Influenza,Use of Oseltamivir for Treatment,,,,,,0
fb081,HIV Prevention Workflow,Monitoring and Support for Adherence,Antigen-Based Tests for TBI,TB Preventive Treatment for HIV-Positive Individuals,,,,,,0
fb082,Household Contacts Workflow,TB Preventive Treatment for HIV-Positive Individuals,Use of Levofloxacin for MDR/RR-TB Prevention,Risk-Based Evaluation,,,,,,0
fb083,Screening and Diagnosis Workflow,Systematic Screening for TB Disease,Chest Radiography for TB Screening,C-Reactive Protein for Diagnosis,,,,,,0
fb084,MDR-TB Prevention Workflow,Use of Levofloxacin for MDR/RR-TB Prevention,Adverse Reaction Management,Alternative Regimens for MDR Contacts,,,,,,0
fb091,TB Screening Workflow,TB Screening and Ruling Out TB Disease,Identifying Populations for TB Preventive Treatment,Contact Investigation,,,,,,0
fb092,TB Preventive Treatment Workflow,Identifying Populations for TB Preventive Treatment,Preventive Treatment Options,Monitoring and Evaluation,,,,,,0
fb093,Monitoring and Evaluation Workflow,Monitoring and Evaluation,Reporting and Feedback,TB Screening and Ruling Out TB Disease,,,,,,0
fb101,Doctor-Patient Relationships Workflow,Respecting Confidentiality,Maintaining Professional Boundaries,Effective Communication,,,,,,0
fb111,Good Medical Practice,Maintaining Competence,Risk Management,Effective Communication,,,,,,0
fb112,Patient Safety,Reporting Adverse Events,Effective Communication,Informed Consent,,,,,,0
fb113,Healthcare Communication,Feedback Mechanisms,Language Assistance,Effective Communication,,,,,,0
fb114,Ethical Practices,Professional Boundaries,Confidentiality,Informed Consent,,,,,,0
fb115,Aboriginal and Torres Strait Islander Health,Health Equity,Cultural Safety,Community Engagement,,,,,,0
fb121,Doctor-Patient Interaction Workflow,Building Trust,Maintaining Professional Boundaries,Effective Communication,,,,,,0
fb131,Mandatory Notification Workflow,Understand Reporting Obligations,Form Reasonable Belief,Identify Notifiable Concerns,,,,,,0
fb132,Treating Practitioners' Obligations,Notify If Necessary,Monitor Patient-Practitioner Interactions,Evaluate Risk,,,,,,0
fb133,Employers' Notification Responsibilities,Report Risks,Support Compliance,Assess Practitioner Conduct,,,,,,0
